-4.48173006291709,73.4537255639073,-6.98747574904602
-4.49583393116745,73.4934066017783,-6.98728235336682
-4.49957416319809,73.5040005482623,-6.9872340044489
-4.50329948740424,73.5145812460688,-6.98718565552873
-4.50700992954347,73.5251486778108,-6.98713730660557
-4.5107055126071,73.5357028181204,-6.98708895769264
-4.51438626611583,73.5462436601832,-6.98704060877087
-4.51805221379395,73.5567711808485,-6.98699225984975
-4.52170338086803,73.56728536092,-6.98694391093192
-4.52533979422738,73.5777861861906,-6.98689556201139
-4.52896147825138,73.588273635099,-6.98684721309503
-4.53256846066989,73.5987476957449,-6.98679886417297
-4.53616076590111,73.6092083466684,-6.98675051525203
-4.53973841864195,73.6196555671471,-6.98670216633779
-4.54330144775137,73.6300893485642,-6.98665381741485
-4.54684987633124,73.6405096655081,-6.98660546849709
-4.55038373191353,73.6509165054383,-6.98655711957603
-4.55390303919331,73.6613098475736,-6.98650877065763
-4.55740782405319,73.6716896744927,-6.986460421742
-4.56089811481131,73.6820559759995,-6.98641207281684
-4.56437393361013,73.6924087236304,-6.98636372390158
-4.56783530939355,73.7027479090215,-6.98631537498082
-4.57128226676699,73.7130735109382,-6.98626702606159
-4.57471483146286,73.7233855113919,-6.98621867714529
-4.578133031576,73.7336838995313,-6.98617032822107
-4.58153689029707,73.7439686497857,-6.98612197930361
-4.58492643452743,73.7542397476071,-6.98607363038858
-4.58830169203877,73.764497181152,-6.98602528146698
-4.59166268765893,73.7747409296353,-6.9859769325454
-4.59500944674526,73.7849709738498,-6.98592858362776
-4.59834199625729,73.7951872994073,-6.98588023470966
-4.60166036217005,73.8053898889155,-6.98583188579198
-4.60496457147768,73.8155787280899,-6.9857835368703
-4.60825464908038,73.8257537962229,-6.98573518795135
-4.61153062119857,73.8359150766044,-6.985686839035
-4.61479251573272,73.8460625576816,-6.98563849011229
-4.61804035680426,73.8561962162236,-6.9855901411945
-4.62127417121395,73.8663160372553,-6.98554179227867
-4.62449398670824,73.8764220087348,-6.98549344335687
-4.62769982813095,73.886514109572,-6.98544509443686
-4.63089172148135,73.8965923222501,-6.98539674552027
-4.63406969426686,73.9066566339068,-6.98534839660075
-4.63723377224556,73.9167070262623,-6.9853000476814
-4.64038398196071,73.9267434833682,-6.9852516987613
-4.64352034883428,73.9367659858416,-6.98520334984558
-4.64664290086931,73.9467745223121,-6.98515500092555
-4.6497516637491,73.9567690741988,-6.98510665200506
-4.65284666337247,73.9667496233713,-6.98505830308721
-4.65592792681848,73.9767161556373,-6.98500995416841
-4.65899548034234,73.9866686540291,-6.98496160524987
-4.66204935060986,73.9966071028978,-6.98491325633063
-4.66508956378011,74.0065314849718,-6.98486490741256
-4.66811614668315,74.0164417851321,-6.98481655849388
-4.67112912614634,74.0263379881509,-6.98476820957308
-4.67412852769346,74.0362200746222,-6.98471986065589
-4.67711437851194,74.0460880305135,-6.98467151173885
-4.68008670615788,74.0559418429659,-6.98462316281655
-4.6830455352466,74.0657814894661,-6.98457481390024
-4.68599089397282,74.0756069592341,-6.98452646498106
-4.68892280853071,74.0854182349206,-6.9844781160615
-4.69184130503337,74.095215298815,-6.98442976714473
-4.69474641128302,74.1049981388564,-6.98438141822429
-4.69763815289882,74.114766735606,-6.98433306930642
-4.70051655718079,74.1245210753347,-6.98428472038766
-4.70338165075535,74.1342611419492,-6.98423637146863
-4.70623346009761,74.1439869188302,-6.98418802255093
-4.70907201262238,74.1536983925269,-6.9841396736308
-4.71189733415971,74.1633955442166,-6.98409132471373
-4.71470945232602,74.1730783610762,-6.98404297579499
-4.71750839370593,74.1827468267963,-6.98399462687589
